"sampleid","x","y","month","year"
"NE 22-2011",-106.60001,36.88334,8,2011
"MI 05-2010",-85.518494,43.75713,8,2010
"VA 14-2012",-81.850952,37.02319,10,2012
"PA 09-2013",-77.042801,41.33713,6,2014
"IN 05-2012",-84.861969,39.20639,8,2012
"SD 15-2010",-97.638931,44.67052,10,2010
"CA 34-2013",-120.14431,37.05344,1,2014
"NE 11-2012",-96.359428,41.1284,5,2013
"TN 23-2013",-86.299758,36.44695,8,2013
"IN 15-2010",-85.108231,39.19751,8,2010
"MI 02-2011",-85.62722,43.89116,8,2011
"MT 07-2011",-112.7121,45.15989,9,2011
"SD 17-2013",-103.81695,44.65871,9,2013
"FL 01-2010",-86.401001,30.765,3,2011
"IL 7-2012",-89.210022,40.07133,9,2012
"MD 18-2012",-76.94384,39.1629,5,2013
"MN 12-2012",-93.308998,45.59372,6,2013
"ND 24-2012",-98783504,47.68338,7,2012
"ND 12-2013",-102.0621,48.71998,9,2013
"MI 21-2011",-82.873848,43.6537,11,2011
"IN 01-2010",-85.70829,40.6667,6,2010
"TN 20-2012",-83.363663,36.06083,3,2013
"NJ 07-2011",-74.871483,40.979,10,2011
"IN 03-2010",-86.399368,41.50554,6,2010
"IL 08-2013",-88.47902,41.62455,8,2013
"CA 38-2010",-122.21557,40.4682,3,2011
"ID 08-2012",-114.84798,42.5385,8,2012
"ND 14-2011",-77.978638,42.99968,8,2011
"NE 13-2011",-105.78769,36.12206,8,2011
"NV 07-2013",-115.669163,35.801768,11,2014
"PA 13-2011",-77.189629,40.04848,10,2011
"ID 04-2011",-89.293678,42.11234,8,2012
"IL 09-2011",-86.624321,39.38313,9,2011
"ID 05-2012",-116.961,43.76968,8,2012
"ID 01-2012",-116.94435,34.75646,8,2012
"FL 16-2012",-85.235619,30.28338,10,2012
"ID 13-2012",-113.82983,42.52839,8,2012
"IA 24-2011",-16.357895,48.7179,6,2012
"MI 22-2013",-84.15018,43.27097,10,2013
"IA 22-2013",-93.6198,42.06081,6,2014
"IA 22-2012",-93.824013,41.5443,6,2013
"IA 21-2011",-16.833122,43.96046,5,2012
"ND 08-2012",-102.99137,48.41597,7,2012
"NE 24-2011",-105.60007,31.40022,8,2011
"IA 19-2013",-93.75622,41.44894,6,2014
"TX 06-2010",-97.28476,30.99471,8,2010
"OH 10-2011",-82.372871,38.97197,9,2012
"OH 04-2011",-84.742111,40.81693,10,2011
"CA 13-2011",-120.82268,37.71139,1,2012
"SD 13-2010",-98.839539,43.28682,9,2010
"MI 09-2010",-83.13485,43.37463,9,2010
"NC 13-2011",-96.844467,40.73778,9,2011
"IA 08-2011",-16.513573,43.89178,10,2011
"WV 19-2011",-89.205048,44.59489,8,2011
"HI 25-2011",-155.07463,19.70658,1,2012
"SD 05-2012",-97.890083,43.51022,8,2012
"IA 05-2011",-14.184128,44.54684,10,2011
"IA 10-2012",-117.8263,34.1099,6,2013
"IL 06-2013",-89.1643,41.3192,8,2013
"CA 15-2012",-120.32937,37.11282,1,2013
"SC 09-2013",-82.04662,35.12115,5,2014
"CA 17-2011",-120.86676,38.05013,1,2012
"SC 14-2011",-81.941597,34.5012,4,2012
"SD 24-2012",-103.348,43.31814,9,2012
"PA 03-2010",-76.796432,41.66136,6,2010
"IA 16-2013",-93.71956,41.64692,6,2014
"ND 05-2011",-75.620529,43.89529,7,2011
"FL 06-2012",-84.759857,30.53269,10,2012
"PA 03-2013",-76.058454,41.736625,10,2013
"NY 06-2011",-100.3223,48.7758,8,2011
"OK 16-2012",-98.393936,34.35847,5,2013
"TN 21-2010",-88.091377,35.80465,3,2011
"TN 14-2012",-88.664787,36.29357,3,2013
"NJ 15-2012",-74.862389,40.48377,9,2012
"MN 05-2013",-94.423,44.03748,6,2014
"FL 14-2010",-82.228088,27.6745,4,2011
"CA 31-2013",-120.533417,37.366768,1,2014
"IA 02-2011",-116.77316,43.5663,9,2011
"VA 18-2012",-81.002327,36.94511,10,2012
"NJ 21-2011",-74.498016,40.14381,9,2011
"UT 24-2011",-109.56943,38.58112,9,2011
"NJ 06-2012",-75.164757,39.44416,10,2012
"VA 01-2013",-77.1417,38.2493,9,2013
"PA 16-2011",-76.623039,39.81705,8,2011
"IA 12-2011",-16.524231,43.4908,4,2012
"HI 23-2011",-156.87544,21.05171,12,2011
"TX 15-2011",-98.991539,29.05635,11,2011
"HI 22-2012",-159.21416,22.1205,3,2013
"MT 16-2011",-106.3876,45.91129,6,2012
"TX 19-2011",-94.656174,31.6069,12,2011
"CA 40-2011",-122.01679,39.62737,1,2012
"NJ 23-2013",-74.8935,38.9985,9,2013
"IN 10-2010",-86.147568,38.77812,7,2010
"NJ 05-2011",-79.579933,40.06703,8,2011
"MT 20-2011",-114.357,48.38734,6,2012
"NH 07-2011",-0.049929999,43.12716,6,2012
"NV 13-2013",-118.539003,39.51903,10,2014
"MT 21-2011",-112.8061,46.61901,6,2012
"IN 11-2010",-86.240997,38.8555,7,2010
"MI 19-2011",-82.891167,43.33071,10,2011
"TN 23-2012",-86.299759,36.44695,5,2013
"HI 17-2012",-154.54143,19.26325,3,2013
"UT 09-2012",-111.61337,37.7613,5,2013
"IL 06-2011",-88.806252,40.82143,9,2011
"PA 17-2013",-78.74651,40.62988,9,2013
"OR 11-2013",-122.676957,45.219886,9,2013
"HI 15-2010",-157.9061,21.37173,5,2011
"AL 19-2013",-86.07933,34.66034,10,2013
"MD 13-2011",-77.220863,39.22035,9,2011
"HI 13-2011",-154.88805,19.47159,4,2012
"VA 22-2013",-80.58161,37.19841,5,2014
"FL 02-2013",-86.14651,30.48035,9,2013
"HI 11-2010",-154.959,19.593,4,2011
"HI 10-2011",-156.09154,20.64986,3,2012
"MD 04-2012",-76.820358,38.44388,9,2012
"NM 21-2011",-80.915001,35.95944,7,2012
"IN 16-2012",-85.645988,40.66415,10,2012
"SD 16-2010",-97.131523,44.9948,10,2010
"IN 04-2013",-84.9852153,39.002559,7,2013
"AL 15-2012",-86.586487,32.19469,11,2012
"MD 11-2011",-76.382751,39.64394,9,2011
"IN 24-2013",-86.1376314,38.7747953,9,2013
"WV 14-2011",-89.061035,44.03798,8,2011
"HI 10-2010",-158.049,21.647,4,2011
"MS 06-2013",-88.36185,33.24353,10,2013
"AL 23-2012",-85.873138,33.98734,9,2012
"UT 01-2013",-111.91621,40.40381,9,2013
"HI 05-2012",-159.39946,21.96606,10,2012
"HI 05-2011",-158.04836,21.64806,2,2012
"TN 21-2013",-84.254796,36.056477,9,2013
"HI 04-2011",-159.37315,22.10248,12,2011
"TX 25-2011",-94.934448,29.68365,4,2012
"IA 18-2013",-93.82401,41.5443,6,2014
"MI 16-2012",-84.955429,43.4278,10,2012
"TX 04-2010",-97.663139,30.60344,7,2010
"CA 33-2010",-122.07281,39.81816,3,2011
"VA 19-2011",-78.414253,37.10257,4,2012
"AR 22-2013",-93.0319,35.12193,8,2013
"NH 08-2011",-71.459999,42.815,6,2012
"GA 20-2010",-83.624016,31.08717,8,2010
"SD 09-2013",-96.674727266,45.0166902032,6,2014
"NC 04-2011",-96.631485,40.62148,8,2011
"WA 12-2010",-122.3348,48.4766,9,2010
"GU 22-2013",-144.724,13.2497,5,2014
"OH 04-2013",-84.194613,39.383409,7,2014
"MN 15-2011",-92.575012,43.91802,6,2012
"NJ 07-2012",-74.81942,39.39071,10,2012
"IN 23-2010",-85.387657,40.81419,10,2010
"MT 19-2013",-105.69151,46.51772,6,2013
"WI 24-2013",-89.106529,43.547428,9,2013
"NM 14-2011",-79.090172,36.30196,7,2012
"MD 05-2011",-77.787003,39.52723,8,2011
"MI 19-2012",-82.913254,43.60859,10,2012
"IA 09-2011",-16.372904,48.76441,10,2011
"NH 15-2011",-71.286003,42.875,7,2012
"GA 24-2010",-83.039017,31.60183,7,2010
"FL 06-2013",-85.34327,30.73902,9,2013
"GA 23-2011",-82.616791,31.10014,10,2011
"FL 16-2010",-81.697067,27.85778,3,2011
"GA 22-2011",-83.483353,31.01683,10,2011
"CA 11B-2011",-117.41081,34.23437,11,2011
"CA 20-2013",-122.237434,40.614054,1,2014
"AR 14-2011",-91.913254,33.17369,6,2011
"GA 12-2013",-83.2975,30.556,8,2013
"SC 21-2013",-82.571114,34.34948,8,2014
"ND 21-2011",-78.450623,42.94586,7,2011
"ND 20-2011",-78.930527,42.36331,7,2011
"IA 19-2011",-115.89985,46.14971,6,2012
"CO 25-2011",-105.98106,37.42232,6,2012
"NE 25-2011",-105.68523,36.19843,8,2011
"IL 04-2011",-87.08474,40.40701,9,2011
"HI 19-2012",-155.37166,19.68226,3,2013
"SD 18-2010",-98.300323,43.69135,10,2010
"WV 12-2011",-90.875397,43.72384,9,2011
"GA 15-2011",-82.048698,31.15182,9,2011
"TX 23-2011",-94.208977,31.82064,2,2012
"AR 06-2013",-92.09505,34.74686,8,2013
"IA 10-2011",-14.829847,45.15425,10,2011
"NE 05-2011",-107.2962,32.8898,7,2011
"MD 10-2011",-76.427513,39.2613,9,2011
"GA 12-2011",-82.412086,32.03692,10,2011
"GA 10-2011",-82.356361,31.98096,10,2011
"GA 11-2011",-82.295708,31.49239,11,2011
"MA 8-2012",-71.643631,42.12229,10,2012
"GA 19-2011",-81.969109,31.57684,9,2011
"OH 13-2013",-84.11093,39.451514,9,2014
"PA 18-2013",-78.80871,39.93142,9,2013
"NJ 12-2013",-74.516673,40.466683,10,2013
"ID 07-2011",-90.139557,42.82998,6,2012
"VA 07-2012",-77.924797,37.365,6,2013
"NV 24-2013",-119.237,39.593127,10,2014
"TX 18-2012",-94.339813,32.15574,5,2013
"VA 08-2012",-78.221497,38.6668,6,2013
"IA 13-2012",-91.682091,40.98543,6,2013
"ID 24-2011",-88.158058,40.95055,6,2012
"AL 23-2010",-87.974327,33.31211,9,2010
"GA 05-2010",-82.585854,31.09815,8,2010
"SD 16-2011",-101.19525,43.77667,10,2011
"IN 11-2011",-92.789627,41.59058,9,2011
"OH 06-2011",-82.60807,40.85327,8,2012
"NJ 05-2012",-74.205833,40.85057,9,2012
"NY 21-2010",-76.845703,43.19946,7,2010
"IA 11-2013",-93.145523,42.114417,11,2013
"TX 12-2013",-96.36984,33.22385,11,2013
"IA 17-2013",-91.389166,42.389166,6,2014
"IA 01-2012",-90.644028,41.57615,9,2012
"GA 01-2012",-83.810966,32.23386,10,2012
"CA 24-2012",-115.56289,32.90265,1,2013
"NE 13-2012",-96.430367,41.1829,7,2013
"VA 24-2012",-77.266197,32.7207,5,2013
"TN 11-2013",-86.638576,36.120619,8,2013
"LA 05-2011",-90.071114,30.64916,7,2011
"AL 06-2010",-85.203407,31.87013,8,2010
"TN 14-2013",-88.664791,36.293573,8,2013
"LA 07-2011",-91.857224,30.48666,7,2011
"NY 15-2010",-78.748703,42.4536,8,2010
"NC 14-2011",-99.578194,41.64265,9,2011
"NE 04-2012",-97.995956,605881,6,2013
"CA 02-2010",-119.23446,35.4435,1,2011
"ND 11-2012",-100.38686,48.62918,7,2012
"HI 15-2011",-58.096088,21.54911,12,2011
"PA 16-2012",-78.503342,40.07957,6,2013
"WV 19-2012",-79.364853,38.66443,10,2012
"OH 15-2012",-82.383583,39.54325,8,2013
"FL 25-2011",-84.817032,29.83681,2,2012
"MN 6-2011",-92.91301,45.09708,6,2012
"FL 24-2013",-80.288643,26.813108,3,2014
"UT 15-2011",-112.58927,39.38546,8,2011
"SC 18-2011",-79.238892,34.10415,4,2012
"VA 15-2011",-77.724022,39.8393,11,2011
"FL 23-2010",-80.360008,29.04621,4,2011
"MD 14-2011",-77.225868,39.22026,9,2011
"ND 16-2012",-97.416901,46.65025,7,2012
"AR 12-2012",-90.300247,35.75792,11,2012
"MN 14-2013",-94.718839,45.392689,6,2014
"IN 07-2011",-93.597809,42.0071,9,2011
"NE 14-2011",-6.6835651,34.8666,8,2011
"AR 10-2013",-90.29179,35.22006,8,2013
"TN 21-2011",-83.876549,35.7708,3,2012
"FL 19-2013",-81.8765,28.033417,1,2014
"MI 08-2010",-86.19429,42.03024,10,2010
"AL 14-2011",-86.400063,34.05015,10,2011
"ID 11-2012",-113.93258,42.5499,8,2012
"MI 22-2012",-84.98568,42.74142,10,2012
"TX 10-2010",-96.319252,30.16929,8,2010
"NM 19-2011",-80.297539,35.19792,7,2012
"CA 18-2012",-115.53989,32.82177,1,2013
"AL 13-2013",-87.89433,30.43737,5,2014
"FL 15-2013",-82.633441,28.016712,11,2013
"AL 20-2013",-85.05266,31.05666,3,2014
"NE 16-2011",-106.64952,32.00043,8,2011
"FL 17-2011",-81.785667,30.115,2,2012
"LA 22-2011",-92.007919,32.53741,3,2012
"ID 06-2011",-87.609596,41.69372,10,2011
"IN 16-2013",-86.4865368,39.7540098,8,2013
"MN 5-2011",-92.801811,44.82188,6,2012
"WV 10-2011",-89.840462,42.87778,8,2011
"FL 12-2010",-82.275436,29.73363,1,2011
"IA 20-2013",-93.40089,41.78578,6,2014
"TN 17-2011",-85.025208,36.02582,3,2012
"IN 08-2010",-85.11702,40.91855,6,2010
"IA 02-2012",-94.806221,40.74171,10,2012
"UT 19-2011",-111.55752,40.14708,8,2011
"SD 24-2013",-103.72818,44.46726,9,2013
"FL 09-2010",-85.114861,30.6196,2,2011
"IL 03-2011",-86.489449,39.86488,9,2011
"CA 06-2010",-120.66132,37.23707,1,2011
"FL 07-2012",-81.867996,27.83341,12,2012
"HI 18-2011",-155.86528,19.17322,12,2011
"IA 22-2011",-116.83425,47.79455,6,2012
"GA 23-2012",-84.246986,31.48987,8,2012
"MI 08-2011",-84.928131,43.91402,9,2011
"ND 18-2011",-77.197304,42.4142,7,2011
"GA 02-2010",-82.538063,32.0629,6,2010
"OH 22-2013",-84.0939,39.544002,10,2014
"IL 23-2011",-86.549011,40.96874,10,2011
"WA 04-2010",-122.31475,47.49462,4,2011
"NY 08-2011",-100.21587,46.35748,7,2011
"IN 07-2010",-86.102661,40.15025,6,2010
"MA 5-2012",-71.353889,42.38378,8,2012
"WV 13-2011",-90.934807,43.69071,8,2011
"SD 04-2010",-100.18729,45.53315,8,2010
"CA 45-2010",-122.02254,39.64,5,2011
"GA 23-2010",-83.040779,31.37841,7,2010
"NC 08-2011",-96.44738,41.05722,8,2011
"IL 17-2011",-86.365707,38.56681,10,2011
"SD 19-2010",-97.074783,43.7358,10,2010
"OK 03-2012",-96.119057,36.21098,6,2013
"CA 43-2010",-122.15115,39.52344,5,2011
"DE 08-2011",-75.57106,38.66645,8,2012
"NJ 03-2011",-75.252083,39.62841,8,2011
"DE 05-2011",-75.588142,38.97573,8,2012
"NM 13-2011",-77.241379,35.03444,7,2012
"OH 13-2011",-81.622002,40.62274,7,2012
"MN 19-2012",-96.183029,48.17647,6,2013
"CO 07-2012",-104.52069,38.256038,9,2013
"NE 21-2011",-106.69038,34.94002,8,2011
"CO 23-2011",-104.78656,39.92,6,2012
"CO 22-2011",-105.05092,40.38362,10,2011
"NM 25-2011",-80.056381,35.70388,7,2012
"OH 20-2012",-83.948303,41.0175,6,2013
"TX 15-2012",-98.98259,9.048141,4,2013
"MD 11-2013",-76.80528,38.4022,5,2014
"CA 36-2010",-122.0625,39.80596,3,2011
"UT 13-2011",-110.80217,39.5059,9,2011
"CO 15-2011",-108.70141,37.52807,6,2012
"MN 20-2013",-93.72276,45.12374,10,2013
"CO 11-2012",-107.89505,38.40588,6,2013
"MI 05-2012",-85.438301,43.68275,9,2012
"TN 14-2011",-84.252831,36.05414,3,2012
"NC 07-2011",-96.488335,41.22611,8,2011
"CO 07-2013",-104.520692,38.256038,9,2013
"IL 02-2011",-86.39106,41.59342,9,2011
"WI 20-2011",-81.574631,39.17844,10,2011
"AL 01-2010",-86.0895,32.283233,8,2010
"FL 20-2013",-81.7127954,28.1101103,1,2014
"MA 19-2012",-70.76368,41.89154,7,2012
"PA 21-2010",-80.43129,41.76845,9,2010
"SC 06-2012",-80.895447,32.20571,8,2013
"AL 06-2011",-86.691666,31.83805,10,2011
"CA 44-2013",-119.280278,36.431944,2,2014
"UT 16-2013",-110.80247,39.506,9,2013
"HI 22-2013",-157.10959,21.110269,8,2014
"LA 25-2011",-93.113373,30.04908,5,2012
"ND 17-2011",-78.415077,43.0145,8,2011
"TN 02-2010",-84.303429,36.02806,6,2010
"WV 09-2013",-81.24289,39.32245,9,2013
"NC 25-2011",-99.866508,41.61861,8,2011
"HI 20-2013",-155.26929,19.354714,8,2014
"MI 10-2012",-83.114807,43.70248,10,2012
"TX 18-2010",-93.668709,31.00134,10,2010
"MN 4-2011",-95.33239,46.13219,6,2012
"MN 21-2013",-95.48248,46.54539,10,2013
"NV 11-2013",-118.441967,40.228317,10,2014
"WI 13-2013",-89.72897,43.1731,10,2013
"IN 19-2013",-86.547928,39.475296,9,2013
"FL 16-2011",-87.193733,30.75809,3,2012
"CO 03-2012",-104.73526,39.7263,9,2013
"MN 11-2012",-92.497765,44.19032,6,2013
"MN 11-2011",-92.821007,44.07096,6,2012
"NV 03-2013",-115.30812,36.234278,11,2014
"UT 09-2013",-111.80018,41.2917,9,2013
"SC 17-2011",-79.120628,34.21946,3,2012
"UT 11-2013",-111.92369,40.59728,9,2013
"PA 01-2011",-76.427063,40.97866,7,2011
"MI 10-2011",-84.215027,43.26103,9,2011
"GA 20-2013",-83.0544,31.0395,9,2013
"SC 02-2011",-82.63121,34.92891,5,2012
"CA 50-2011",-122.22488,40.64698,2,2012
"CA 49-2013",-119.22166,35.643889,2,2013
"CA 49-2010",-122.57466,39.37039,5,2011
"HI 23-2010",-108.43672,27.67907,3,2011
"NC 24-2011",-97.096947,40.91111,8,2011
"IA 04-2012",-93.484978,43.06367,10,2012
"CA 47-2010",-121.79093,39.14919,5,2011
"MD 03-2011",-77.698387,39.6096,7,2011
"FL 17-2012",-82.150253,28.36676,1,2013
"PA 02-2012",-76.027016,41.31692,6,2013
"UT 14-2013",-111.88704,40.6144,9,2013
"MT 16-2013",-109.03197,48.587889,6,2013
"SD 01-2010",-101.81233,44.48066,8,2010
"CA 44-2011",-21.732023,37.00767,8,2012
"AR 25-2011",-93.222214,36.27244,10,2011
"CA 43-2011",-122.38844,40.3035,6,2012
"NE 04-2011",-106.7233,32.1263,7,2011
"HI 07-2010",-154.88687,19.47196,4,2011
"OH 21-2012",-83.713799,40.8335,7,2013
"PA 24-2013",-79.27735,41.90959,9,2013
"CA 41-2012",-121.94013,38.44654,3,2013
"GA 15-2010",-81.922218,31.97943,6,2010
"WA 14-2010",-117.45854,48.0074,11,2010
"ND 24-2013",-101.65968,47.26944,7,2013
"TN 07-2010",-83.933411,35.80022,8,2010
"CA 39-2013",-120.300104,37.08348,1,2014
"MD 23-2012",-76.159912,39.20835,6,2013
"MD 16-2012",-76.42392,39.3773,4,2013
"NH 18-2011",-70.927002,43.129,8,2012
"SD 10-2013",-96.677865122,44.7356606084,6,2014
"AR 23-2011",-94.391998,34.48003,9,2011
"CO 17-2011",-104.39741,38.22002,10,2011
"SC 20-2012",-81.890251,34.72939,8,2013
"FL 04-2013",-86.92058,30.60637,9,2013
"MI 21-2013",-82.79136,43.20468,10,2013
"WI 24-2011",-78.074699,39.54578,10,2011
"TX 18-2011",-99.280487,29.3313,11,2011
"ND 12-2011",-77.236603,42.7812,7,2011
"CA 33-2012",-121.63702,39.62512,2,2013
"MD 18-2013",-76.51012,39.3162,5,2014
"UT 25-2011",-113.49998,37.08263,9,2011
"NJ 11-2011",-74.630692,40.54202,10,2011
"NY 16-2012",-73.477959,45.00098,7,2012
"MT 09-2013",-104.12004,47.74011,5,2013
"CA 31-2012",-121.80556,39.663,3,2013
"CA 20-2012",-115.18514,32.81065,1,2013
"CA 30-2013",-120.54724,37.34712,1,2014
"NE 23-2011",-105.7836,36.03832,8,2011
"CA 30-2010",-119.38524,35.53791,2,2011
"NE 03-2011",-106.6606,31.9679,7,2011
"SC 23-2011",-80.356827,34.75974,6,2012
"SC 11-2012",-80.13562,4.20875,8,2013
"CO 04-2012",-107.68156,39.53135,9,2012
"GA 09-2013",-83.0011,30.5122,8,2013
"CA 05-2012",-120.19941,37.22444,1,2013
"WV 09-2012",-81.174309,37.79153,9,2012
"FL 22-2010",-80.37413,27.06614,3,2011
"AR 08-2012",-91.476349,5.03298,7,2012
"TX 13-2013",-96.30306,33.25106,11,2013
"CA 36-2013",-120.533563,37.383563,1,2014
"PA 21-2011",-77.822319,40.46218,9,2011
"CA 17-2010",-120.17912,37.1332,1,2011
"MD 16-2011",-6.3700261,39.44303,10,2011
"VA 25-2011",-78.511642,38.13766,5,2012
"IL 24-2012",-88.330711,38.87231,5,2013
"MD 17-2011",-77.103554,39.66811,10,2011
"ND 18-2012",-102.99141,48.41598,7,2012
"VA 09-2011",-80.462173,37.22406,10,2011
"TX 24-2011",-94.244171,31.9456,4,2012
"DE 07-2011",-75.50119,38.50318,8,2012
"CA 29-2011",-120.91678,37.58335,1,2012
"AR 19-2013",-94.32058,35.335001,8,2013
"OH 18-2013",-81.180106,41.143218,8,2013
"NJ 19-2011",-74.823959,39.63065,5,2012
"ID 15-2011",-38.941944,39.03777,10,2011
"NJ 13-2013",-74.46099,40.17214,9,2013
"CA 25-2010",-117.17416,33.27094,2,2011
"HI 09-2011",-15684572,21.31676,1,2012
"OH 03-2013",-81.304965,39.27006,7,2014
"FL 08-2012",-85.11512,30.61694,10,2012
"WV 02-2011",-88.326653,42.93525,8,2011
"HI 04-2012",-159.50168,21.91567,10,2012
"PA 04-2010",-76.899467,40.48568,6,2010
"WI 03-2013",-88.160827,44.646582,9,2013
"TX 13-2011",-99.14286,28.74173,11,2011
"CA 14-2012",-115.19801,32.79398,1,2013
"CA 14-2011",-120.1668,37.13342,1,2012
"CA 14-2010",-120.20311,37.13934,1,2011
"TN 04-2013",-84.483867,35.327566,8,2013
"SC 22-2013",-82.65509,34.36363,6,2014
"AR 04-2011",-94.137253,36.07433,4,2011
"IN 19-2010",-85.99968,38.27037,9,2010
"GA 22-2010",-82.596489,32.15735,6,2010
"ID 13-2011",-88.931946,38.45361,6,2012
"SC 25-2011",-79.217667,33.84421,3,2012
"PA 05-2012",-78.520187,40.59877,6,2013
"NH 25-2011",-71.503998,43.745,8,2012
"PA 19-2011",-75.840759,40.549,10,2011
"AL 24-2012",-87.112381,33.24065,10,2012
"CA 09-2012",-120.4607,37.07986,1,2013
"AR 21-2011",-92.017471,34.75017,7,2011
"SC 07-2011",-79.170517,34.64463,3,2012
"CA 02-2012",-120.20207,37.13931,1,2013
"MI 23-2010",-85.108421,42.19323,8,2010
"MD 03-2013",-76.54384,39.65795,9,2013
"ND 15-2011",-78.04464,43.00514,8,2011
"CA 05-2010",-119.67207,35.49694,1,2011
"HI 19-2013",-158.23409,21.442475,6,2014
"WI 18-2011",-81.123466,37.68388,10,2011
"CA 03-2010",-119.32699,35.44553,1,2011
"MD 06-2012",-75.470108,38.34763,10,2012
"SD 11-2013",-102.00288,45.03206,6,2014
"GA 13-2010",-83.808731,31.05595,8,2010
"VA 22-2012",-79.788719,37.09096,10,2012
"MD 09-2011",-77.473022,39.41517,8,2011
"TX 21-2012",-95.079903,30.49217,5,2013
"OH 24-2013",-81.521852,41.81853,8,2014
"MD 24-2011",-76.823021,39.11324,6,2012
"CA 15-2010",-120.08318,36.89171,1,2011
"NY 08-2010",-78.009903,42.85345,9,2010
"WI 18-2013",-87.89419,42.679785,9,2013
"FL 05-2013",-85.51585,30.31493,9,2013
"HI 07-2012",-156.51169,20.92506,11,2012
"AR 18-2013",-93.70644,36.49774,10,2013
"AR 18-2011",-94.166359,36.09459,4,2011
"NH 01-2011",-71.488998,43.272,9,2011
"WI 11-2011",-80.782944,38.92884,9,2011
"PA 04-2011",-75.51709,40.63052,8,2011
"MD 21-2011",-75.660896,38.35801,6,2012
"IA 25-2011",-16.080397,46.20818,6,2012
"ND 25-2011",-75.497704,42.56762,7,2011
"AR 10-2012",-92.002968,34.92113,8,2012
"HI 25-2010",-156.746,21.215,4,2011
"NV 06-2013",-119.733147,39.369948,10,2014
"AR 14-2013",-91.40078,35.33865,8,2013
"AR 05-2012",-94.409073,35.33253,8,2012
"AR 07-2013",-91.25772,33.6054,10,2013
"GA 08-2011",-82.343903,31.49707,8,2011
"IL 20-2013",-89.57472,37.96001,9,2013
"NJ 01-2011",-74.613075,39.95649,7,2011
"OH 22-2011",-81.622002,40.62274,8,2012
"SC 19-2013",-82.079338,34.66814,7,2014
"AR 03-2012",-91.800102,34.21675,9,2012
"AR 03-2011",-93.497551,33.429,4,2011
"AR 02-2012",-91.400047,34.78349,7,2012
"GA 03-2011",-83.033447,31.36668,8,2011
"NY 13-2010",-78.422623,43.01024,8,2010
"FL 02-2012",-82.666908,27.8662,11,2012
"MI 17-2012",-84.986938,43.41929,10,2012
"OK 19-2012",-99.19384,34.4788,5,2013
"ID 04-2012",-116.98314,44.24363,8,2012
"MD 12-2013",-76.64239,38.33086,5,2014
"AR 01-2012",-92.375038,36.42039,11,2012
"FL 11-2011",-81.615013,30.15323,2,2012
"PA 09-2012",-79.768944,40.19034,6,2013
"AL 21-2011",-86.433388,33.60007,10,2011
"UT 10-2012",-111.73157,40.08375,5,2013
"FL 07-2013",-85.08697,30.43438,9,2013
"GA 02-2011",-83.628082,31.23786,8,2011
"AR 02-2013",-93.02434,34.17138,8,2013
"LA 12-2011",-92.166771,30.95018,8,2011
"AL 19-2010",-87.232002,33.96715,9,2010
"MT 11-2013",-105.69156,48.07059,5,2013
"IN 06-2013",-85.1025825,39.1957992,7,2013
"NY 09-2012",-73.534691,44.69474,7,2012
"AL 17-2010",-87.972847,33.31113,9,2010
"IA 23-2013",-93.5811,42.10706,6,2014
"MD 07-2012",-75.466957,38.34732,10,2012
"AL 16-2010",-85.839081,33.7634,10,2010
"IN 21-2010",-86.909248,39.99708,9,2010
"PA 23-2011",-78.802208,40.34626,9,2011
"AR 04-2012",-91.387085,34.38336,8,2012
"CO 10-2011",-108.68785,37.51521,6,2012
"MD 12-2011",-77.220863,39.22033,9,2011
"VA 08-2011",-81.139038,36.97958,10,2011
"GA 01-2010",-82.469704,32.2223,6,2010
"AL 13-2010",-86.657028,33.69945,8,2010
"AL 12-2012",-87.826874,34.80668,10,2012
"GA 08-2012",-82.950142,31.00175,8,2012
"HI 03-2010",-156.30251,20.7767,12,2010
"MI 09-2013",-83.23894,42.32183,10,2013
"SD 02-2010",-101.14883,43.92645,8,2010
"NH 02-2011",-71.458,42.795,6,2012
"PA 13-2012",-77.19648,40.05033,6,2013
"MN 8-2011",-93.022148,45.73898,6,2012
"MD 05-2012",-76.673447,39.06739,9,2012
"MD 24-2012",-75.90551,39.68912,6,2013
"AL 09-2010",-85.630333,31.92823,8,2010
"AL 08-2012",-85.803322,33.24379,9,2012
"OH 18-2011",-81.026497,40.3175,5,2012
"NY 03-2011",-100.3864,48.62471,9,2011
"SC 13-2011",-80.093643,33.55561,3,2012
"AL 07-2011",-30.559444,30.55944,10,2011
"CA 35-2013",-120.550249,37.400067,1,2014
"ND 19-2011",-79.405853,42.39809,7,2011
"AL 05-2013",-85.44954,32.66288,10,2013
"AL 05-2012",-85.566833,33.51216,9,2012
"CA 11-2012",-120.34152,37.10342,1,2013
"CO 14-2011",-104.99685,38.42917,10,2011
"GA 09-2011",-81.918701,32.24971,10,2011
"OK 13-2012",-98.54023,34.61931,5,2013
"TN 05-2012",-84.146904,36.27886,4,2013
"MN 18-2011",-93.986794,45.72474,6,2012
"VA 03-2012",-78.365898,37.5094,5,2013
"AR 07-2011",-91.036858,35.56186,4,2011
"MI 23-2011",-86.274078,42.0699,10,2011
"AR 17-2013",-93.07666,36.45833,9,2013
"VA 11-2011",-76.454292,37.26462,10,2011
"AL 14-2012",-86.154449,32.71622,10,2012
"HI 21-2010",-156.909,21.059,4,2011
"UT 02-2013",-111.87616,40.70484,9,2013
