"sampleid","y","x","sunflower","month","year","nosema","mites","state","totalarea","average_mintemp","average_precip","month8","month9","colonysize","sf_2mile_percent","sf_2mile_acres"
"GA 13-2014",32.24271,-81.99091,0,12,2014,0,16,"GA",32539500,5.82,108.08,0,0,69,0,0
"GA 14-2014",32.2471,-81.99091,0,12,2014,0,1,"GA",3137400,5.82,108.08,0,0,91,0,0
"GA 15-2014",30.4232,-83.0081,0,9,2014,0,45,"GA",32526000,21.05,291.89,0,1,42,0,0
"GA 16-2014",31.3386,-83.179,0,9,2014,0.55,13,"GA",32309100,20.43,148.5599,0,1,80,0,0
"GA 17-2014",31.227,-83.0244,0,9,2014,0.65,7,"GA",32537700,20.86,108.5,0,1,52,0,0
"GA 19-2014",32.0787,-83.4542,0,9,2014,0,12,"GA",32536800,20,177.3999,0,1,64,0,0
"GA 24-2014",31.2814,-83.2443,0,12,2014,0.85,2,"GA",32460300,6.45,158.72,0,0,15,0,0
"IL 01-2014",38.408207,-89.549796,0,8,2014,0.2,39,"IL",32528700,19.49,172.0899,1,0,15,0,0
"IL 02-2014",37.447985,-89.256795,0,8,2014,0,9,"IL",32533200,19.68,119.1699,1,0,16,0,0
"IL 03-2014",38.371083,-90.148686,0,8,2014,0,60,"IL",32526000,20.07,128.21,1,0,8,0,0
"IL 04-2014",38.471929,-88.731563,0,8,2014,0,23,"IL",32535900,18.94,136.3,1,0,21,0,0
"IL 05-2014",38.0599,-89.4826,0,8,2014,0,32,"IL",32525100,19.44,140.21,1,0,16,0,0
"IL 06-2014",39.26459,-88.031685,0,8,2014,0,80,"IL",32529600,18.23,134.11,1,0,16,0,0
"IL 07-2014",38.9002,-87.7079,0,8,2014,0,33,"IL",32528700,18.29,90.129,1,0,19,0,0
"IL 08-2014",41.4249,-87.9673,0,8,2014,0,55,"IL",32545800,17.48,192.48,1,0,80,0,0
"IL 09-2014",41.834837,-90.140247,0,7,2014,0,7,"IL",32533200,15.89,222.16,0,0,10,0,0
"IL 10-2014",41.975384,-89.15416,0,7,2014,0,34,"IL",32525100,14.01,211.6499,0,0,7,0,0
"IL 11-2014",41.305302304,-88.9237,0,7,2014,0,7,"IL",32526000,15.29,133.7299,0,0,8,0,0
"IL 13-2014",41.97048,-87.87309,0,7,2014,0,6,"IL",32538600,16.51,149.3099,0,0,68,0,0
"IL 14-2014",42.35387,-88.99076,0,8,2014,0,2,"IL",32535000,15.99,242.6199,1,0,14,0,0
"IL 15-2014",41.28653,-89.49322,0,8,2014,0.05,8,"IL",32534100,17.02,202.61,1,0,20,0,0
"IL 16-2014",42.23227,-90.23548,0,9,2014,0,19,"IL",32530500,9.25,70.44,0,1,22,0,0
"IL 17-2014",39.75104,-89.44337,0,7,2014,0,4,"IL",32530500,15.29,143.93,0,0,9,0,0
"IL 18-2014",39.54713,-89.23987,0,7,2014,0,12,"IL",32533200,14.82,149.25,0,0,11,0,0
"IL 19-2014",40.07072,-89.61095,0,7,2014,0.1,38,"IL",32524200,15.68,149.62,0,0,19,0,0
"IL 20-2014",40.42139,-88.84124,0,8,2014,0,9,"IL",32522400,17.76,163.99,1,0,15,0,0
"IL 21-2014",40.65298,-89.53146,0,8,2014,0,28,"IL",32542200,18.24,215.48,1,0,19,0,0
"IL 22-2014",39.755905,-91.204993,0,8,2014,0,6,"IL",32535900,19.48,193.5899,1,0,9,0,0
"IL 23-2014",40.13433,-88.18162,0,9,2014,0,38,"IL",32535000,11.61,100.22,0,1,19,0,0
"IL 24-2014",38.752398,-89.535214,0,8,2014,0,20,"IL",32517000,19.42,126.58,1,0,9,0,0
"IN 01-2014",40.73899,-85.930838,0,7,2014,0,10,"IN",32535000,13.54,127.41,0,0,11,0,0
"IN 02-2014",40.743309,-86.180001,0,7,2014,0.05,2,"IN",32544900,13.87,117.59,0,0,14,0,0
"IN 03-2014",39.864499,-86.48875,0,8,2014,0,11,"IN",32538600,16.89,112.1399,1,0,34,0,0
"IN 04-2014",38.56671,-86.365772,0,8,2014,0,48,"IN",32538600,17.83,87.32,1,0,18,0,0
"IN 05-2014",38.265704,-85.956282,0,9,2014,0,59,"IN",32537700,13.61,85.49,0,1,20,0,0
"IN 06-2014",39.527425,-86.320438,0,9,2014,0,38,"IN",32530500,11.66,73.37,0,1,20,0,0
"IN 07-2014",40.688096,-85.785378,0,9,2014,0,49,"IN",32536800,10.68,127.38,0,1,28,0,0
"IN 08-2014",40.658232,-85.750212,0,9,2014,0.05,98,"IN",26176500,10.69,130.3399,0,1,NA,0,0
"IN 09-2014",40.66455,-85.645655,0,9,2014,0,54,"IN",32535000,11.13,128.52,0,1,24,0,0
"IN 10-2014",40.697369,-85.576649,0,9,2014,0,45,"IN",32535900,11,114.5599,0,1,24,0,0
"IN 11-2014",39.00124,-84.983214,0,10,2014,0,24,"IN",32529600,7.45,87.56,0,0,15,0,0
"IN 12-2014",39.120318,-85.092322,0,10,2014,0.95,47,"IN",32526000,7.27,85.95,0,0,20,0,0
"IN 13-2014",39.195435,-85.103977,0,10,2014,0,61,"IN",32525100,7.24,80.31,0,0,10,0,0
"IN 14-2014",39.740564,-85.762715,0,10,2014,0,126,"IN",32535000,6.15,93.32,0,0,20,0,0
"IN 15-2014",41.447173,-86.413053,0,10,2014,0.05,13,"IN",32522400,5.22,120.47,0,0,14,0,0
"IN 16-2014",39.748469,-86.485727,0,11,2014,0,49,"IN",32526900,-2.8,82.31,0,0,10,0,0
"IN 18-2014",39.431364,-86.448553,0,11,2014,0.8,62,"IN",32538600,-3.33,63.33,0,0,40,0,0
"IN 19-2014",38.790951,-86.189294,0,11,2014,0,21,"IN",7496100,-2.74,55.4,0,0,24,0,0
"IN 20-2014",38.802006,-86.186087,0,11,2014,0,5,"IN",4251600,-2.74,55.4,0,0,30,0,0
"IN 21-2014",38.843161,-86.228338,0,11,2014,0.7,13,"IN",1333800,-1.76,58.71,0,0,40,0,0
"IN 22-2014",38.842936,-86.225111,0,11,2014,0.2,2,"IN",504900,-1.54,58.71,0,0,50,0,0
"IN 23-2014",38.803658,-86.176934,0,11,2014,0.3,10,"IN",31945500,-3.03,55.29,0,0,40,0,0
"IN 24-2014",38.843325,-86.225947,0,11,2014,0,26,"IN",32529600,-1.76,58.71,0,0,60,0,0
"MI 01-2014",43.665619,-82.740834,0,10,2014,0.25,5,"MI",32534100,4.38,64.06,0,0,500,0,0
"MI 04-2014",43.00225,-83.87299,900,10,2014,0,124,"MI",32533200,4.43,51.0999,0,0,20,2.76640478034746e-05,0.222394646713748
"MI 05-2014",43.16694,-85.03512,0,10,2014,0,21,"MI",32534100,4.21,89.5,0,0,30,0,0
"MI 07-2014",42.87864,-84.06385,0,10,2014,0,7,"MI",32524200,4.3,50.68,0,0,50,0,0
"MI 08-2014",43.31765,-84.14498,0,10,2014,0,70,"MI",17812800,4.59,68.22,0,0,80,0,0
"MI 10-2014",43.36537,-85.39344,0,10,2014,0,45,"MI",32531400,3.48,100.12,0,0,68,0,0
"MI 11-2014",41.9784,-86.31859,0,10,2014,0.3,2,"MI",32518800,4.4,98.53,0,0,16,0,0
"MI 13-2014",43.19578,-84.92442,0,10,2014,0,87,"MI",32534100,4.11,92.42,0,0,500,0,0
"MI 15-2014",43.33697,-83.35245,0,10,2014,0.05,1,"MI",32529600,4.45,58.58,0,0,50,0,0
"MI 16-2014",43.6125,-85.5055,0,10,2014,0,0,"MI",32544900,3.2,83.2699,0,0,300,0,0
"MI 17-2014",43.00237,-84.87324,0,10,2014,0,140,"MI",32541300,4.3,87.8399,0,0,80,0,0
"MI 18-2014",43.639685,-85.662814,0,9,2014,0,65,"MI",32526900,8,75.5999,0,1,68,0,0
"MI 19-2014",42.09505,-86.35946,0,10,2014,0,87,"MI",32529600,5.57,94.91,0,0,28,0,0
"MI 20-2014",43.17963,-84.90599,0,10,2014,0,0,"MI",14699700,4.25,93.92,0,0,49,0,0
"MI 21-2014",43.593177,-83.203817,0,10,2014,0,233,"MI",32533200,4.22,59.9599,0,0,24,0,0
"MI 22-2014",42.8576,-85.19697,0,9,2014,0,14,"MI",32534100,10.01,85.16,0,1,1000,0,0
"MI 23-2014",43.64251,-84.32879,0,10,2014,0.5,25,"MI",32531400,4.36,74.35,0,0,13,0,0
"MI 24-2014",43.34297,-84.15154,0,10,2014,0,44,"MI",32517000,4.59,66.73,0,0,200,0,0
"MN 01-2014",46.6198,-95.59651,0,10,2014,0.05,0,"MN",32529600,1.87,9.61,0,0,22,0,0
"MN 03-2014",44.95929,-93.77678,0,11,2014,0,43,"MN",32526900,-9.04,30.61,0,0,80,0,0
"MN 09-2014",43.77971,-92.25279,0,10,2014,0.1,294,"MN",32531400,2.07,78.3499,0,0,12,0,0
"MN 15-2014",44.99118,-93.18766,0,10,2014,0.05,174,"MN",32522400,3.67,33,0,0,26,0,0
"MN 18-2014",44.19329,-92.63944,0,10,2014,0.4,13,"MN",32535900,1.64,46.08,0,0,12,0,0
"MT 01-2014",47.6746,-114.65143,0,9,2014,0.15,59,"WA",32536800,4.6,5.24,0,1,5500,0,0
"MT 02-2014",46.698234,-112.000838,0,9,2014,0.05,0,"MT",32531400,6.83,16.53,0,1,10652,0,0
"MT 03-2014",46.626556,-112.069443,0,9,2014,0,135,"MT",32534100,6.29,24.24,0,1,20,0,0
"MT 04-2014",46.21102,-114.07707,0,10,2014,0,97,"OR",32530500,1.77,23.05,0,0,7962,0,0
"MT 05-2014",46.038359,-111.878746,0,10,2014,0,19,"MT",32536800,1.09,11.17,0,0,5646,0,0
"MT 06-2014",46.15466,-112.008689,0,10,2014,0,18,"MT",32535900,0.42,10.51,0,0,2400,0,0
"MT 07-2014",47.610968,-111.838472,0,10,2014,0,20,"MT",32534100,4.33,11.8,0,0,4150,0,0
"MT 08-2014",47.483727,-111.967737,0,10,2014,0,6,"MT",32533200,4.01,12.24,0,0,1250,0,0
"ND 01-2014",47.90355,-98.14755,3600,7,2014,0.2,7,"ND",32539500,13.44,129.3099,0,0,58,0.000110634766975522,0.889578586854994
"ND 07-2014",47.64622,-100.14011,5400,8,2014,1.15,22,"AR",32540400,13.3,92.55,1,0,39,0.00016594756057086,1.33436788028249
"ND 10-2014",48.34753,-99.89287,2700,7,2014,0.8,1,"ND",32541300,12.46,129.1199,0,0,55,8.29714854661615e-05,0.667183940141245
"ND 12-2014",47.8764,-100.23463,89100,8,2014,0.35,70,"ND",32542200,13.16,118.3799,1,0,44,0.00273798329553626,22.0170700246611
"ND 13-2014",46.80349,-99.91727,693000,8,2014,0,0,"ND",32527800,13.94,136.74,1,0,48,0.0213048530795197,171.243877969586
"ND 14-2014",48.4578,-100.03773,49500,7,2014,0.1,0,"ND",32532300,12.26,103.5199,0,0,36,0.0015215647218303,12.2317055692562
"ND 15-2014",48.34768,-99.8931,2700,7,2014,0,0,"ND",32541300,12.46,129.1199,0,0,48,8.29714854661615e-05,0.667183940141245
"ND 18-2014",48.58935,-102.94169,64800,8,2014,0.35,1,"ND",32525100,12.25,117.01,1,0,64,0.00199230747945433,16.0124145633899
"ND 21-2014",47.8764,-100.23455,89100,8,2014,0.6,5,"ND",32542200,13.16,118.3799,1,0,48,0.00273798329553626,22.0170700246611
"ND 22-2014",47.90215,-98.160417,3600,7,2014,0.1,0,"CA",32539500,13.44,129.3099,0,0,49,0.000110634766975522,0.889578586854994
"OR 01-2014",45.276859,-122.623399,0,10,2014,0,12,"OR",32535900,10.38,176.53,0,0,680,0,0
"OR 02-2014",45.558796,-121.563043,0,9,2014,0,0,"OR",32531400,8.12,7.07,0,1,60,0,0
"OR 03-2014",44.61737,-123.24506,0,9,2014,0.05,31,"OR",32535900,9.88,39.42,0,1,32,0,0
"OR 06-2014",45.636157,-119.612552,0,10,2014,0,0,"OR",32535900,7.2,15.37,0,0,180,0,0
"OR 08-2014",43.987453,-117.207126,0,10,2014,0,0,"OR",32523300,4.25,10.79,0,0,40,0,0
"OR 10-2014",45.23775,-123.21581,0,9,2014,0,78,"OR",32535900,11.38,37.04,0,1,32,0,0
"OR 11-2014",42.573453,-123.1927,0,8,2014,0,60,"OR",32535900,14.28,12.46,1,0,72,0,0
"OR 15-2014",44.989295,-122.64633,0,9,2014,0,1,"OR",32536800,11.42,40.29,0,1,8,0,0
"OR 17-2014",44.423276,-122.988719,0,9,2014,0,15,"OR",32526000,9.95,34.19,0,1,80,0,0
"OR 18-2014",45.111922,-122.567577,0,9,2014,0.4,13,"OR",32541300,12.39,33.75,0,1,46,0,0
"OR 20-2014",45.680465,-122.782126,0,9,2014,0,14,"OR",32534100,11.52,27.55,0,1,170,0,0
"OR 22-2014",44.676681,-123.203051,0,10,2014,0.05,1,"OR",32536800,8.87,132.0899,0,0,160,0,0
"OR 24-2014",45.7043447938,-120.027645955,900,10,2014,0,28,"OR",32522400,7.72,26.1,0,0,96,2.76732344476422e-05,0.222394646713748
"PA 01-2014",41.18346,-79.02801,0,8,2014,0,40,"PA",32536800,12.32,230.5399,1,0,19,0,0
"PA 02-2014",41.62241,-80.22419,0,9,2014,0.05,94,"PA",32538600,11.64,92.91,0,1,11,0,0
"PA 03-2014",41.4504,-78.602438,0,9,2014,0,28,"PA",32535000,8.77,61.09,0,1,15,0,0
"PA 04-2014",41.318526,-78.509305,0,9,2014,0,60,"PA",32540400,8.78,51.43,0,1,9,0,0
"PA 05-2014",40.191529,-78.991778,0,9,2014,0.15,22,"PA",32542200,9.88,28.7999,0,1,10,0,0
"PA 06-2014",40.59051,-77.93381,0,9,2014,0,11,"PA",32535000,11.27,27.47,0,1,9,0,0
"PA 07-2014",40.96282,-78.28896,0,9,2014,0,3,"PA",32524200,9.59,41.76,0,1,9,0,0
"PA 08-2014",40.766265,-78.382602,0,9,2014,0,207,"PA",32537700,9.57,36.86,0,1,21,0,0
"PA 13-2014",39.953553,-76.080753,0,8,2014,0,92,"PA",32534100,15.21,121.5599,1,0,23,0,0
"PA 14-2014",40.120783,-77.15786,0,8,2014,0,7,"PA",32521500,14.77,132.32,1,0,15,0,0
"PA 15-2014",40.140435,-77.143271,0,8,2014,0.05,21,"PA",32521500,14.67,137.19,1,0,12,0,0
"PA 16-2014",40.11438,-76.49773,0,8,2014,0.25,25,"PA",32539500,14.78,95.19,1,0,18,0,0
"PA 17-2014",41.32603,-77.15934,0,8,2014,0.15,2,"PA",32538600,12.35,97.01,1,0,12,0,0
"PA 18-2014",41.21726,-77.2023,0,9,2014,0,10,"PA",32529600,11.16,37.29,0,1,15,0,0
"PA 19-2014",41.02106,-76.88895,0,9,2014,1.3,33,"PA",32523300,13.36,31.16,0,1,13,0,0
"PA 20-2014",40.96593,-76.56885,0,8,2014,0,62,"PA",32529600,13.91,95.64,1,0,15,0,0
"PA 21-2014",39.978675,-75.121245,0,9,2014,0,75,"PA",32527800,16.38,64.54,0,1,9,0,0
"PA 22-2014",40.164321,-75.252508,0,10,2014,0,112,"PA",32532300,8.19,91.37,0,0,25,0,0
"SD 01-2014",43.3259283122,-98.59950072,4500,9,2014,0,30,"SD",32534100,9.73,46.91,0,1,51,0.000138316412625522,1.11197323356874
"SD 02-2014",43.253030702,-98.490700283,0,9,2014,0.05,69,"SD",32528700,9.95,48.8899,0,1,42,0,0
"SD 03-2014",43.5897964657,-97.652305541,0,9,2014,0.25,38,"SD",32532300,9.79,51.15,0,1,15,0,0
"SD 04-2014",43.0873649967,-96.948488362,0,9,2014,0.75,155,"SD",32535900,10.21,72.6999,0,1,45,0,0
"SD 05-2014",43.3476197133,-97.028513651,0,10,2014,0,2,"SD",32524200,3.13,25.18,0,0,29,0,0
"SD 15-2014",43.2477,-99.17844,2700,9,2014,0.05,70,"SD",32540400,9.65,39.8899,0,1,32,8.29737802854298e-05,0.667183940141245
"SD 16-2014",44.61739,-103.34289,2700,10,2014,0.3,219,"CA",32529600,2.01,47.17,0,0,48,8.30013280212483e-05,0.667183940141245
"SD 17-2014",43.68408,-103.2546,900,10,2014,0.7,171,"SD",32535000,2.97,26.43,0,0,48,2.76625172890733e-05,0.222394646713748
"SD 18-2014",43.84914,-103.26436,9900,10,2014,0,11,"SD",32526900,3.45,32.9,0,0,24,0.0003043634653164,2.44634111385123
"SD 19-2014",44.51261,-103.34458,7200,9,2014,0,35,"UT",32536800,7.75,68.47,0,1,80,0.000221287895552113,1.77915717370999
"SD 20-2014",44.68847,-103.74521,2700,9,2014,0.45,21,"SD",32533200,7.3,60.04,0,1,64,8.29921434104238e-05,0.667183940141245
"SD 21-2014",44.5453,-103.70816,2700,9,2014,0.75,62,"SD",32542200,8.22,72.5599,0,1,16,8.2969190773826e-05,0.667183940141245
"SD 22-2014",43.38953,-100.20661,117000,9,2014,0.2,11,"SD",32544900,9.66,73.72,0,1,48,0.0035950333231935,28.9113040727873
"SD 23-2014",43.22991,-100.43163,274500,9,2014,0,1,"NE",32537700,9.27,57.72,0,1,32,0.00843636765966863,67.8303672476933
"SD 24-2014",43.25456,-99.71122,9000,9,2014,0,8,"CA",32523300,10.14,37.82,0,1,48,0.000276724686609292,2.22394646713748
"UT 01-2014",41.091249,-112.108544,0,7,2014,0,14,"UT",32529600,19.25,36.74,0,0,12,0,0
"UT 02-2014",41.70510381,-112.163228,0,9,2014,0.1,50,"UT",32538600,10.7,47.29,0,1,8,0,0
"UT 03-2014",40.424687,-111.907448,0,9,2014,0,8,"UT",32529600,10.93,55.33,0,1,20,0,0
"UT 04-2014",40.268357,-111.64823,0,9,2014,0,73,"UT",32528700,11.19,67.75,0,1,22,0,0
"UT 05-2014",40.81283,-112.07247,0,9,2014,0,24,"UT",32543100,14.18,68.98,0,1,100,0,0
"UT 06-2014",41.016095,-111.901756,0,10,2014,0,10,"UT",32531400,6.41,4.4,0,0,13,0,0
"VA 05-2014",37.78737,-79.46782,0,10,2014,0,274,"VA",32522400,6.83,132.74,0,0,13,0,0
"VA 06-2014",39.09878,-77.86843,900,9,2014,0,15,"VA",32539500,13.44,75.89,0,1,25,2.76586917438805e-05,0.222394646713748
"VA 07-2014",37.3985,-79.6265,1800,9,2014,0,84,"VA",32530500,15.68,34.64,0,1,8,5.53326877853092e-05,0.444789293427497
"VA 09-2014",39.1219,-77.61086,0,9,2014,0,17,"VA",32522400,13.13,83.09,0,1,44,0,0
"VA 13-2014",39.22692,-77.51474,0,9,2014,0,41,"VA",32532300,13.88,64.94,0,1,11,0,0
"VA 14-2014",38.12483,-78.94592,0,10,2014,0,342,"VA",32543100,6.98,109.99,0,0,12,0,0
"VA 17-2014",37.2259,-77.4381,0,9,2014,0.05,25,"VA",32523300,16.7,78.9199,0,1,12,0,0
"VA 18-2014",37.23359,-79.028325,0,10,2014,0,274,"VA",32535900,8.17,117.48,0,0,21,0,0
"VA 19-2014",38.06768,-78.96936,0,10,2014,0,110,"VA",32535000,6.65,110.9199,0,0,9,0,0
"VA 20-2014",37.1313,-79.902,0,9,2014,0,59,"VA",32534100,15.14,42.71,0,1,9,0,0
"VA 21-2014",37.0366,-79.9491,0,9,2014,0,29,"VA",32535900,15.06,63.38,0,1,10,0,0
"VA 22-2014",36.98698,-79.03893,0,10,2014,0,72,"VA",32526000,7.88,100.089,0,0,15,0,0
"AL 02-2014",33.69381,-86.65723,0,6,2015,0.5,21,"AL",32534600,20.26,91.21,0,0,12,0,0
"AL 03-2014",32.51622,-85.31896,0,6,2015,0,9,"AL",32536000,20.67,110.32,0,0,8,0,0
"AL 06-2014",31.07853,-85.43181,0,6,2015,0,96,"AL",32534400,21.88,95.68,0,0,18,0,0
"AL 08-2014",33.30559,-86.25291,0,4,2015,0,30,"AL",32535000,11.83,159,0,0,34,0,0
"AL 09-2014",33.31124,-87.97234,0,4,2015,0.1,15,"AL",32539500,13.01,180.52,0,0,28,0,0
"AL 10-2014",30.77796,-88.23702,0,6,2015,0.2,11,"AL",32537700,21.87,113.83,0,0,28,0,0
"AL 11-2014",31.32532,-85.38918,0,6,2015,0.05,38,"AL",32539500,22.03,88.4,0,0,16,0,0
"AL 13-2014",32.46049,-86.17844,0,6,2015,0.25,18,"AL",32535900,21.44,113.61,0,0,42,0,0
"AL 15-2014",32.71814,-86.38586,0,5,2015,0.2,43,"AL",32537700,15.63,147.11,0,0,31,0,0
"AL 16-2014",31.04388,-85.26799,0,6,2015,0,47,"FL",32539500,22.4,137.19,0,0,22,0,0
"AL 17-2014",32.36779,-86.23309,0,6,2015,0.15,25,"AL",32537700,21.04,140.49,0,0,10,0,0
"AL 21-2014",30.78766,-88.11435,0,6,2015,0,2,"AL",32524200,22.04,129.51,0,0,18,0,0
"AL 22-2014",33.4217,-86.57792,0,4,2015,0.7,13,"AL",32541300,13.9,268.45,0,0,70,0,0
"AL 23-2014",33.99464,-86.44783,0,6,2015,0,3,"AL",32533800,20.32,60.99,0,0,50,0,0
"AL 24-2014",34.96094,-86.59647,0,6,2015,0,36,"AL",32533500,19.22,82.65,0,0,21,0,0
"AL-02-2015",30.54524,-87.78962,0,10,2015,0,112,"AL",32530500,14.55,93.43,0,0,21,0,0
"AL-03-2015",34.81734,-86.46774,0,9,2015,0.5,64,"AL",32535900,15.74,22.73,0,1,35,0,0
"AL-04-2015",32.43249,-85.90503,0,10,2015,0,77,"AL",32535900,12.25,49.24,0,0,32,0,0
"AL-06-2015",34.50329,-86.68082,0,9,2015,0,16,"AL",32522400,16.61,20.1,0,1,9,0,0
"AL-08-2015",32.5975,-86.04961,52200,9,2015,0.2,66,"AL",32522400,18.53,75.04,0,1,40,0.00160504759796325,12.8988895093974
"AL-09-2015",33.50068,-86.86401,0,9,2015,0.1,31,"AL",32536800,18.56,49.79,0,1,8,0,0
"AL-15-2015",32.62725,-85.34284,0,9,2015,0.05,33,"AL",32520600,18.12,57.29,0,1,14,0,0
"AL-17-2015",32.28118,-85.88664,0,9,2015,0,31,"AL",32535000,19.01,109.75,0,1,14,0,0
"AL-18-2015",34.33949,-86.59046,0,9,2015,0,46,"AL",32532300,16.82,64.44,0,1,23,0,0
"AL-22-2015",34.15789,-86.1238,0,9,2015,0,118,"AL",32543100,16.56,43.83,0,1,8,0,0
"AL-23-2015",33.97086,-86.50513,0,9,2015,0,21,"AL",32538600,17.64,49.47,0,1,12,0,0
"AL-24-2015",34.11159,-86.55734,0,9,2015,0.05,9,"AL",32534100,16.75,18.92,0,1,26,0,0
"AR-01-2015",33.72755,-93.508456,0,5,2015,0,12,"AR",32542200,16.32,227.21,0,0,12,0,0
"AR-02-2015",34.50378,-93.17498,0,6,2015,0,39,"AR",32530500,19.96,108.58,0,0,19,0,0
"AR-03-2015",34.63773,-92.47136,0,7,2015,0,80,"AR",32526900,23.41,149.09,0,0,33,0,0
"AR-04-2015",33.80849,-93.57238,0,6,2015,0,81,"AR",32532300,20.59,134.54,0,0,17,0,0
"AR-05-2015",33.10801,-91.95465,0,5,2015,0,44,"AR",32544000,15.72,132.01,0,0,12,0,0
"AR-06-2015",34.4917,-91.55881,0,5,2015,0,13,"AR",32521500,17.27,185.03,0,0,13,0,0
"AR-07-2015",34.75009,-92.01738,0,7,2015,0.05,60,"AR",32536800,23.68,90.09,0,0,12,0,0
"AR-08-2015",34.75303,-92.01739,0,7,2015,0,56,"AR",32536800,23.68,90.09,0,0,10,0,0
"AR-09-2015",35.12201,-93.03182,0,7,2015,0,54,"AR",32546700,22.66,118.66,0,0,18,0,0
"AR-10-2015",34.2687,-93.72065,0,5,2015,0,76,"AR",32536800,14.8,415.73,0,0,37,0,0
"AR-11-2015",35.99554,-89.91893,0,9,2015,0,72,"AR",32535000,17.04,14.03,0,1,17,0,0
"AR-12-2015",34.18153,-92.4043,0,6,2015,0,24,"AR",32538600,20.47,124.04,0,0,NA,0,0
"AR-13-2015",34.522258,-91.84969,0,9,2015,0.2,60,"AR",32534100,17.91,17.68,0,1,12,0,0
"AR-14-2015",33.95162,-93.83957,0,6,2015,0.05,36,"AR",32531400,20.43,124.54,0,0,15,0,0
"AR-15-2015",35.84456,-92.12462,0,5,2015,0,9,"AR",32533200,13.75,304.26,0,0,65,0,0
"AR-16-2015",36.01014,-94.34956,0,5,2015,0,15,"AR",32542200,13.14,293.98,0,0,9,0,0
"AR-17-2015",35.03856,-91.49214,0,6,2015,0.1,2,"AR",32529600,21.89,58.09,0,0,96,0,0
"AR-18-2015",36.33173,-92.38741,0,8,2015,0,28,"AR",32534100,21.41,84.38,1,0,15,0,0
"AR-19-2015",35.61987,-91.30157,0,7,2015,0,6,"AR",32535900,22.92,315.09,0,0,35,0,0
"AR-20-2015",35.49342,-94.37429,0,7,2015,0,26,"AR",32536800,22.39,153.51,0,0,13,0,0
"AR-21-2015",36.10278,-90.34591,900,8,2015,0,41,"AR",32539500,19.41,128.69,1,0,44,2.76586917438805e-05,0.222394646713748
"AR-22-2015",35.79698,-91.03503,0,8,2015,0,11,"AR",32526000,19.39,129.37,1,0,28,0,0
"AR-23-2015",34.67714,-91.92244,0,9,2015,0,3,"AR",32529600,17.71,43.7,0,1,27,0,0
"CA 08-2014",37.1125,-120.331666666666,0,1,2015,1.25,10,"",32534500,3.7,5.54,0,0,NA,0,0
"CA 13-2014",37.0816667,-120.366944444444,0,1,2015,1,0,"CA",32525100,3.63,4.88,0,0,416,0,0
"CA 15-2014",37.1358333,-120.228888888888,0,1,2015,0.15,12,"CA",32531700,3.78,6.1,0,0,450,0,0
"CA 16-2014",37.105556,-120.168889,0,1,2015,0.35,2,"",32418700,3.78,4.9,0,0,360,0,0
"CA 18-2014",37.1602778,-120.229166666666,0,1,2015,0,0,"",32532300,3.75,5.8,0,0,404,0,0
"CA 19-2014",37.1536111,-120.2475,0,1,2015,0.05,1,"",32532700,3.77,5.8,0,0,308,0,0
"CA 20-2014",37.2616667,-120.195277777777,0,1,2015,2.25,14,"CA",28826000,3.39,3.07,0,0,247,0,0
"CA 21-2014",37.2266667,-120.158611111111,0,1,2015,7.6,5,"CA",32533100,3.45,3.73,0,0,345,0,0
"CA 22-2014",37.2261111,-120.157222222222,0,1,2015,3.15,4,"CA",32534600,3.45,3.73,0,0,423,0,0
"CA 24-2014",37.1019444,-120.251944444444,0,1,2015,13.5,1,"",25354100,3.74,6.18,0,0,NA,0,0
"CA 25-2014",37.650117,-120.615922,0,1,2015,0.6,68,"MI",32531700,3.43,0.95,0,0,1000,0,0
"CA 26-2014",37.6583333,-120.625833333333,0,1,2015,4.15,5,"MI",32533700,3.43,0.95,0,0,NA,0,0
"CA 27-2014",37.6308333,-120.531388888888,0,1,2015,3.15,5,"",32533000,3.42,0.96,0,0,NA,0,0
"CA 28-2014",39.71385,-121.756883333333,0,1,2015,0,0,"CA",32534200,4.02,2.89,0,0,164,0,0
"CA 29-2014",37.6914666,-120.797383333,33300,4,2015,1,0,"CA",32534800,8.6,31.08,0,0,15,0.00102351943150104,8.22860192840869
"CA 31-2014",39.6684833,-121.5778833,0,2,2015,1.15,0,"CA",32533200,7.23,101.44,0,0,92,0,0
"CA 32-2014",39.831716666,-122.07938333,89100,4,2015,0.4,1,"CA",32534200,8.45,35.27,0,0,30,0.00273865655218201,22.0170700246611
"CA 33-2014",37.05555,-120.944466,0,4,2015,0,1,"CA",32534400,10.11,8.71,0,0,160,0,0
"CA 34-2014",40.5643833,-122.2419166666,0,4,2015,0.05,49,"CA",32534100,8.42,38.049,0,0,165,0,0
"CA 35-2014",39.7729,-122.138833,4500,4,2015,0.1,0,"CA",23244500,8.58,35.24,0,0,82,0.000193594183570307,1.11197323356874
"CA 36-2014",39.6662,-121.714,0,4,2015,0,3,"CA",32536200,8.13,48.63,0,0,128,0,0
"CA 37-2014",40.611764,-122.234764,0,4,2015,0,4,"CA",29701600,8.52,35.99,0,0,180,0,0
"CA 39-2014",40.5142555,-122.029757,0,4,2015,0,1,"CA",32532900,7.6,40.65,0,0,128,0,0
